subject_id,tangram_set,target,earlier,length,label,response,correct,understood
c33740af-5a97-45e5-a6e2-368aa1d4318e,1,G,earlier,21,"arm stretched out facing above, sort of kneeling, body looks like a parallelogram with one leg in front and one behind",G,True,yes
c33740af-5a97-45e5-a6e2-368aa1d4318e,1,K,later,1,duck,K,True,yes
c33740af-5a97-45e5-a6e2-368aa1d4318e,2,C,earlier,35,"looks like falling over, diamond face, arms raised, falling to the left, no feet, larger gap between face and arm on the right side compared to the left side, block body, looks like slanted Y",C,True,yes
c33740af-5a97-45e5-a6e2-368aa1d4318e,1,F,earlier,1,"looks like a person sitting facing the left with their knees bent and feet sticking out, head tilted down slightly, like they're curled up in the fetal position, square on top balancing on corner",F,True,yes
c33740af-5a97-45e5-a6e2-368aa1d4318e,2,K,later,1,duck,K,True,yes
c33740af-5a97-45e5-a6e2-368aa1d4318e,2,A,later,1,zombie,A,True,yes
c33740af-5a97-45e5-a6e2-368aa1d4318e,2,I,later,2,yoga guy,K,False,yes
c33740af-5a97-45e5-a6e2-368aa1d4318e,0,A,earlier,43,it looks like a person kicking one foot in front of them. their head looks like it has a beak! they have a box over their right shoulder. It could also in theory looking like a person carrying another person over their shoulder.,A,True,yes
c33740af-5a97-45e5-a6e2-368aa1d4318e,0,L,later,1,zigzag,L,True,yes
07662e88-d34d-4531-920c-de34fc5f1875,1,F,later,1,fetal position,F,True,yes
07662e88-d34d-4531-920c-de34fc5f1875,0,C,earlier,32,"it looks like a person is falling backwards with his arms outstretched, body is slanted to the left, one arm facing up and to the right and the other to the left",C,True,yes
07662e88-d34d-4531-920c-de34fc5f1875,1,E,earlier,23,"It looks like a windmill on top of a hill, the peak is on the left, two triangles and a square on top",E,True,yes
07662e88-d34d-4531-920c-de34fc5f1875,0,B,later,1,mouse,H,False,yes
07662e88-d34d-4531-920c-de34fc5f1875,1,J,later,2,large cube,J,True,yes
07662e88-d34d-4531-920c-de34fc5f1875,0,L,earlier,21,"someone kneeling down with his arms pointing right with his knees pointing right too, his legs are combined into a square",L,True,yes
07662e88-d34d-4531-920c-de34fc5f1875,2,I,later,2,ice skater,I,True,yes
07662e88-d34d-4531-920c-de34fc5f1875,2,E,earlier,11,"sitting down, facing right, with the hat thing on its head",E,True,yes
07662e88-d34d-4531-920c-de34fc5f1875,2,K,later,1,duck,G,False,yes
07662e88-d34d-4531-920c-de34fc5f1875,2,C,later,2,falling guy,C,True,yes
07662e88-d34d-4531-920c-de34fc5f1875,1,I,earlier,41,"It looks like a dancer, standing upright one leg, the other leg pointing to the right, two arms to the left, like a ballerina kind of, body is mostly in the left half and the legs are on the right half",I,True,yes
07662e88-d34d-4531-920c-de34fc5f1875,0,D,earlier,17,looks like a priest wearing a robe. facing left. arms stretched out holding something. standing straight up,D,True,yes
07662e88-d34d-4531-920c-de34fc5f1875,0,H,later,2,no arms,H,True,yes
07662e88-d34d-4531-920c-de34fc5f1875,2,A,later,1,zombie,A,True,yes
07662e88-d34d-4531-920c-de34fc5f1875,2,G,later,1,leg,G,True,yes
07662e88-d34d-4531-920c-de34fc5f1875,1,G,earlier,39,"this looks like it's striking a pose or something, one foot outstretched behind him and the other close in front, facing right, one hand kind of up in the air by the head, head tilted back to the left",G,True,yes
07662e88-d34d-4531-920c-de34fc5f1875,1,K,earlier,85,"this one is a slim one like a person standing again, but it has a big white triangle on the right side, and a white small parallelogram shape cut out of the left side, two black triangles sticking out of the right side, and the left side is flat at the bottom half, and then there's the white small shape cut out of the left side, there's a right angle triangle in the bottom left of the shape, the black shapes make a right angle",I,False,yes
07662e88-d34d-4531-920c-de34fc5f1875,0,A,earlier,27,"it looks like someone stood up with their feet both pointing left, there's a square and a trapesium at the top, with one leg in the air",A,True,yes
370449bc-aec7-4773-9483-3d9ef8f338ea,0,H,earlier,33,"it's a blog in the middle with a head on top, only two shapes, sort of looks like a wrapped up baby, square head, the main shape is sort of like a hexagon",H,True,yes
370449bc-aec7-4773-9483-3d9ef8f338ea,0,C,earlier,30,"rectangle body with two arms and a head, arms out wide, straight body lines, one arm has a triangle for a hand and the other is a square, no legs",C,True,yes
370449bc-aec7-4773-9483-3d9ef8f338ea,0,B,later,2,princess dance,B,True,yes
370449bc-aec7-4773-9483-3d9ef8f338ea,2,A,earlier,33,"Man looks like he's doing the thriller dance, his head behind him, zombie post to the left, his head to the right, legs are apart to step, arms are together, one leg up",G,False,yes
370449bc-aec7-4773-9483-3d9ef8f338ea,0,D,earlier,36,"this looks like a standing person, with a triangle and square put together sticking out of the left sie, and the bottom is flat and there's a small triangle at the bottom sticking out left too",D,True,yes
370449bc-aec7-4773-9483-3d9ef8f338ea,1,J,earlier,17,"it looks like a fat man sticking his arm out for a bus, left side entirely flat",J,True,yes
370449bc-aec7-4773-9483-3d9ef8f338ea,1,E,earlier,23,"It looks like a windmill on top of a hill, the peak is on the left, two triangles and a square on top",E,True,yes
370449bc-aec7-4773-9483-3d9ef8f338ea,0,L,earlier,21,"someone kneeling down with his arms pointing right with his knees pointing right too, his legs are combined into a square",L,True,yes
370449bc-aec7-4773-9483-3d9ef8f338ea,0,A,earlier,43,it looks like a person kicking one foot in front of them. their head looks like it has a beak! they have a box over their right shoulder. It could also in theory looking like a person carrying another person over their shoulder.,A,True,yes
370449bc-aec7-4773-9483-3d9ef8f338ea,2,I,later,2,yoga guy,I,True,yes
370449bc-aec7-4773-9483-3d9ef8f338ea,1,I,earlier,28,"standing on one leg with the other leg high in the air, facing left, hands outstretched to the left, the leg in the air is on the right",I,True,yes
370449bc-aec7-4773-9483-3d9ef8f338ea,1,F,earlier,23,"Person sitting down, facing the left, kind of like he's looking down, foot is facing left, knees kind of make a triangle shape",F,True,yes
370449bc-aec7-4773-9483-3d9ef8f338ea,1,G,later,1,leg,I,False,yes
370449bc-aec7-4773-9483-3d9ef8f338ea,2,C,earlier,35,"looks like falling over, diamond face, arms raised, falling to the left, no feet, larger gap between face and arm on the right side compared to the left side, block body, looks like slanted Y",C,True,yes
370449bc-aec7-4773-9483-3d9ef8f338ea,1,K,later,3,on their knees,K,True,yes
370449bc-aec7-4773-9483-3d9ef8f338ea,2,G,later,1,leg,I,False,yes
370449bc-aec7-4773-9483-3d9ef8f338ea,2,K,earlier,87,"this one is a slim one like a person standing again, but it has a big white triangle on the right side and a white small parallelogram shape cut out of the left side, two black triangles sticking out of the right side, and the left side is flat at the bottom half, and then there's the white small shape cut out of the left side, the parallelogram, there's a right angle triangle in the bottom left of the shape, the black shapes make a right angle",G,False,yes
370449bc-aec7-4773-9483-3d9ef8f338ea,2,E,earlier,11,"sitting down, facing right, with the hat thing on its head",E,True,yes
b1d22ccd-ae7f-4df2-9b6a-2f2662818938,0,C,later,2,falling guy,A,False,yes
b1d22ccd-ae7f-4df2-9b6a-2f2662818938,2,G,earlier,28,"arms stretched out facing above, like it's holding something above its head, sort of kneeling, body looks like a parallelogram with one leg in front and one behind",C,False,yes
b1d22ccd-ae7f-4df2-9b6a-2f2662818938,1,J,earlier,26,the image where there is it has a cube (i.e. the most cube-shaped body) for a body with a point sticking out pointing towards the right,G,False,yes
b1d22ccd-ae7f-4df2-9b6a-2f2662818938,2,I,later,2,ice skater,A,False,yes
b1d22ccd-ae7f-4df2-9b6a-2f2662818938,2,K,later,1,duck,K,True,yes
b1d22ccd-ae7f-4df2-9b6a-2f2662818938,0,L,later,2,bent knees,A,False,yes
b1d22ccd-ae7f-4df2-9b6a-2f2662818938,1,I,earlier,28,"standing on one leg with the other leg high in the air, facing left, hands outstretched to the left, the leg in the air is on the right",E,False,yes
b1d22ccd-ae7f-4df2-9b6a-2f2662818938,1,K,earlier,85,"this one is a slim one like a person standing again, but it has a big white triangle on the right side, and a white small parallelogram shape cut out of the left side, two black triangles sticking out of the right side, and the left side is flat at the bottom half, and then there's the white small shape cut out of the left side, there's a right angle triangle in the bottom left of the shape, the black shapes make a right angle",F,False,yes
b1d22ccd-ae7f-4df2-9b6a-2f2662818938,1,G,earlier,39,"this looks like it's striking a pose or something, one foot outstretched behind him and the other close in front, facing right, one hand kind of up in the air by the head, head tilted back to the left",J,False,yes
b1d22ccd-ae7f-4df2-9b6a-2f2662818938,1,E,later,2,bunny ears,E,True,yes
b1d22ccd-ae7f-4df2-9b6a-2f2662818938,2,C,later,1,Y,K,False,yes
b1d22ccd-ae7f-4df2-9b6a-2f2662818938,0,D,earlier,18,"Someone facing left, their back is a straight line, sort of looks like they're holding a book open",D,True,yes
b1d22ccd-ae7f-4df2-9b6a-2f2662818938,2,A,later,1,zombie,A,True,yes
b1d22ccd-ae7f-4df2-9b6a-2f2662818938,0,H,later,2,no arms,B,False,yes
b1d22ccd-ae7f-4df2-9b6a-2f2662818938,0,B,later,1,mouse,C,False,yes
b1d22ccd-ae7f-4df2-9b6a-2f2662818938,2,E,earlier,19,"bunny ears, face leaning forward to the right, sitting with straight back, head tilted down, no gap between legs",E,True,yes
b1d22ccd-ae7f-4df2-9b6a-2f2662818938,1,F,later,1,sad,J,False,yes
b1d22ccd-ae7f-4df2-9b6a-2f2662818938,0,A,earlier,41,"a guy facing left with his head to the right over his back and a leg out to the left, his arms are level with his head and his head comes past the right side of his body by a bit",D,False,yes
9d6ae26b-8762-4efd-b9f2-212f9ec86190,0,L,later,2,bent knees,L,True,yes
9d6ae26b-8762-4efd-b9f2-212f9ec86190,1,E,later,2,bunny ears,E,True,yes
9d6ae26b-8762-4efd-b9f2-212f9ec86190,2,K,earlier,25,"cone sticking out from chest facing right, triangle point sticking up in the back, it's the one that looks like it's kneeling rather than squatting",K,True,yes
9d6ae26b-8762-4efd-b9f2-212f9ec86190,1,F,later,1,sad,E,False,yes
9d6ae26b-8762-4efd-b9f2-212f9ec86190,0,B,earlier,27,"two triangle arms, one facing left and one facing right, kneeling a little with a leg to the side, you could say it is wearing a dress",B,True,yes
9d6ae26b-8762-4efd-b9f2-212f9ec86190,0,D,later,3,long sleeved book,C,False,yes
9d6ae26b-8762-4efd-b9f2-212f9ec86190,2,E,later,3,crazy hat person,E,True,yes
9d6ae26b-8762-4efd-b9f2-212f9ec86190,2,A,earlier,33,"Man looks like he's doing the thriller dance, his head behind him, zombie post to the left, his head to the right, legs are apart to step, arms are together, one leg up",A,True,yes
9d6ae26b-8762-4efd-b9f2-212f9ec86190,2,C,earlier,33,"This guy looks like he is falling backwards, hands in the air, his two arms are obviously flanking both sides of his flailing body, his body looks like a parallelogram here, no legs",C,True,yes
9d6ae26b-8762-4efd-b9f2-212f9ec86190,0,H,earlier,25,"looks like the letter 'i', no hand sticking out just a head and a body, like a baby that has been swaddled in a blanket",H,True,yes
9d6ae26b-8762-4efd-b9f2-212f9ec86190,2,G,later,1,leg,I,False,yes
9d6ae26b-8762-4efd-b9f2-212f9ec86190,2,I,earlier,26,"the one that looks like a standing position with one leg on the ground and one sticking out to the right, and two triangles pointing left",I,True,yes
9d6ae26b-8762-4efd-b9f2-212f9ec86190,1,J,earlier,17,"it looks like a fat man sticking his arm out for a bus, left side entirely flat",J,True,yes
9d6ae26b-8762-4efd-b9f2-212f9ec86190,0,A,earlier,27,"it looks like someone stood up with their feet both pointing left, there's a square and a trapesium at the top, with one leg in the air",A,True,yes
9d6ae26b-8762-4efd-b9f2-212f9ec86190,0,C,earlier,30,"rectangle body with two arms and a head, arms out wide, straight body lines, one arm has a triangle for a hand and the other is a square, no legs",D,False,yes
9d6ae26b-8762-4efd-b9f2-212f9ec86190,1,G,later,3,strike a pose,I,False,yes
9d6ae26b-8762-4efd-b9f2-212f9ec86190,1,I,earlier,28,"standing on one leg with the other leg high in the air, facing left, hands outstretched to the left, the leg in the air is on the right",I,True,yes
9d6ae26b-8762-4efd-b9f2-212f9ec86190,1,K,later,1,duck,F,False,yes
a747188c-f0a4-4c1e-9247-39adc0afed12,0,B,later,2,princess dance,C,False,yes
a747188c-f0a4-4c1e-9247-39adc0afed12,0,D,earlier,18,"Someone facing left, their back is a straight line, sort of looks like they're holding a book open",D,True,yes
a747188c-f0a4-4c1e-9247-39adc0afed12,1,F,later,1,sad,F,True,yes
a747188c-f0a4-4c1e-9247-39adc0afed12,2,G,later,1,leg,I,False,yes
a747188c-f0a4-4c1e-9247-39adc0afed12,1,E,later,2,bunny ears,E,True,yes
a747188c-f0a4-4c1e-9247-39adc0afed12,0,A,earlier,43,it looks like a person kicking one foot in front of them. their head looks like it has a beak! they have a box over their right shoulder. It could also in theory looking like a person carrying another person over their shoulder.,A,True,yes
a747188c-f0a4-4c1e-9247-39adc0afed12,1,I,earlier,18,"man standing on one leg, the other behind him, two arms out but apart, like it's ice skating",I,True,yes
a747188c-f0a4-4c1e-9247-39adc0afed12,2,I,earlier,20,"picture looks like it has 2 hands going forward, standing on one leg and kicking the right leg out back",I,True,yes
a747188c-f0a4-4c1e-9247-39adc0afed12,0,C,later,2,no legs,C,True,yes
a747188c-f0a4-4c1e-9247-39adc0afed12,0,L,later,1,zigzag,L,True,yes
a747188c-f0a4-4c1e-9247-39adc0afed12,2,C,later,2,falling guy,C,True,yes
a747188c-f0a4-4c1e-9247-39adc0afed12,2,K,earlier,25,"cone sticking out from chest facing right, triangle point sticking up in the back, it's the one that looks like it's kneeling rather than squatting",K,True,yes
a747188c-f0a4-4c1e-9247-39adc0afed12,2,E,later,3,crazy hat person,E,True,yes
a747188c-f0a4-4c1e-9247-39adc0afed12,1,G,later,1,leg,I,False,yes
a747188c-f0a4-4c1e-9247-39adc0afed12,2,A,earlier,11,The picture looks like it's carrying a flag over its shoulder,A,True,yes
a747188c-f0a4-4c1e-9247-39adc0afed12,1,J,later,2,fat guy,F,False,yes
a747188c-f0a4-4c1e-9247-39adc0afed12,0,H,earlier,33,"it's a blog in the middle with a head on top, only two shapes, sort of looks like a wrapped up baby, square head, the main shape is sort of like a hexagon",H,True,yes
a747188c-f0a4-4c1e-9247-39adc0afed12,1,K,earlier,85,"this one is a slim one like a person standing again, but it has a big white triangle on the right side, and a white small parallelogram shape cut out of the left side, two black triangles sticking out of the right side, and the left side is flat at the bottom half, and then there's the white small shape cut out of the left side, there's a right angle triangle in the bottom left of the shape, the black shapes make a right angle",K,True,yes
859906f8-5a7f-4d3a-acb4-3d282d8bec14,2,C,earlier,35,"looks like falling over, diamond face, arms raised, falling to the left, no feet, larger gap between face and arm on the right side compared to the left side, block body, looks like slanted Y",C,True,yes
859906f8-5a7f-4d3a-acb4-3d282d8bec14,2,G,later,1,dog,K,False,yes
859906f8-5a7f-4d3a-acb4-3d282d8bec14,1,I,earlier,18,"man standing on one leg, the other behind him, two arms out but apart, like it's ice skating",I,True,yes
859906f8-5a7f-4d3a-acb4-3d282d8bec14,1,E,earlier,27,"The gentleman is lunging forward throwing hands in the air, it is difficult to make out, also looks like a rabbit with head down and big ears",E,True,yes
859906f8-5a7f-4d3a-acb4-3d282d8bec14,0,H,earlier,33,"it's a blog in the middle with a head on top, only two shapes, sort of looks like a wrapped up baby, square head, the main shape is sort of like a hexagon",H,True,yes
859906f8-5a7f-4d3a-acb4-3d282d8bec14,2,E,earlier,19,"bunny ears, face leaning forward to the right, sitting with straight back, head tilted down, no gap between legs",E,True,yes
859906f8-5a7f-4d3a-acb4-3d282d8bec14,0,A,earlier,41,"a guy facing left with his head to the right over his back and a leg out to the left, his arms are level with his head and his head comes past the right side of his body by a bit",D,False,yes
859906f8-5a7f-4d3a-acb4-3d282d8bec14,2,I,earlier,26,"the one that looks like a standing position with one leg on the ground and one sticking out to the right, and two triangles pointing left",I,True,yes
859906f8-5a7f-4d3a-acb4-3d282d8bec14,0,B,earlier,28,"the head is on a flat surface with a triangle stuck to the side of the head, the head and neck look a bit like a pacman mouth",B,True,yes
859906f8-5a7f-4d3a-acb4-3d282d8bec14,1,J,earlier,48,"The person has his/her foot pointing to the right, his hand is also pointed to the right, the left side of his body is completely straight from top to bottom, there is just one box on top as the head and the head is a diamond shape",K,False,yes
859906f8-5a7f-4d3a-acb4-3d282d8bec14,0,D,earlier,17,looks like a priest wearing a robe. facing left. arms stretched out holding something. standing straight up,D,True,yes
859906f8-5a7f-4d3a-acb4-3d282d8bec14,1,F,later,1,sad,F,True,yes
859906f8-5a7f-4d3a-acb4-3d282d8bec14,2,A,earlier,11,The picture looks like it's carrying a flag over its shoulder,A,True,yes
859906f8-5a7f-4d3a-acb4-3d282d8bec14,0,L,earlier,18,This looks like a person giving a speech from a book again but this time with knees bent,D,False,yes
859906f8-5a7f-4d3a-acb4-3d282d8bec14,0,C,earlier,30,"rectangle body with two arms and a head, arms out wide, straight body lines, one arm has a triangle for a hand and the other is a square, no legs",C,True,yes
859906f8-5a7f-4d3a-acb4-3d282d8bec14,1,G,earlier,39,"this looks like it's striking a pose or something, one foot outstretched behind him and the other close in front, facing right, one hand kind of up in the air by the head, head tilted back to the left",G,True,yes
859906f8-5a7f-4d3a-acb4-3d282d8bec14,2,K,earlier,25,"cone sticking out from chest facing right, triangle point sticking up in the back, it's the one that looks like it's kneeling rather than squatting",K,True,yes
859906f8-5a7f-4d3a-acb4-3d282d8bec14,1,K,later,1,duck,G,False,yes
050a2dfa-eb77-4cab-9185-552f469b95cc,2,E,later,3,crazy hat person,E,True,yes
050a2dfa-eb77-4cab-9185-552f469b95cc,2,C,earlier,40,"it's like an angel flying, it's like a rhombus with a diamond in the top corners and a diamond for the head, so it looks like a guy with wings, leaning left, arms above the head, tilted to the left",C,True,yes
050a2dfa-eb77-4cab-9185-552f469b95cc,1,E,later,1,windmill,E,True,yes
050a2dfa-eb77-4cab-9185-552f469b95cc,0,A,later,1,thriller,A,True,yes
050a2dfa-eb77-4cab-9185-552f469b95cc,2,G,earlier,28,"arms stretched out facing above, like it's holding something above its head, sort of kneeling, body looks like a parallelogram with one leg in front and one behind",G,True,yes
050a2dfa-eb77-4cab-9185-552f469b95cc,0,D,later,3,long sleeved book,H,False,yes
050a2dfa-eb77-4cab-9185-552f469b95cc,0,C,later,2,no legs,C,True,yes
050a2dfa-eb77-4cab-9185-552f469b95cc,2,A,later,1,zombie,A,True,yes
050a2dfa-eb77-4cab-9185-552f469b95cc,1,J,earlier,17,"it looks like a fat man sticking his arm out for a bus, left side entirely flat",J,True,yes
050a2dfa-eb77-4cab-9185-552f469b95cc,1,I,earlier,18,"man standing on one leg, the other behind him, two arms out but apart, like it's ice skating",I,True,yes
050a2dfa-eb77-4cab-9185-552f469b95cc,0,H,earlier,27,"this one you can't really see the feet, hard to tell if they're sitting or what, no arms, facing right, and nothing on top of the head",H,True,yes
050a2dfa-eb77-4cab-9185-552f469b95cc,0,B,earlier,28,"the head is on a flat surface with a triangle stuck to the side of the head, the head and neck look a bit like a pacman mouth",B,True,yes
050a2dfa-eb77-4cab-9185-552f469b95cc,1,G,earlier,61,"a person looking up and to the right, one leg is on the bottom right, the one on the left is flat on the ground, only one hand is visible, pointing to the top right, no hair or ears, square/head is on the left side, bottom right leg is a triangle, triangle with the right angle on the bottom left",K,False,yes
050a2dfa-eb77-4cab-9185-552f469b95cc,1,F,earlier,28,"Person sat down, their head is a rotated square, they look as if they are sad so the head is tilted down, 1 knee up no bunny ears",F,True,yes
050a2dfa-eb77-4cab-9185-552f469b95cc,2,I,earlier,20,"picture looks like it has 2 hands going forward, standing on one leg and kicking the right leg out back",I,True,yes
050a2dfa-eb77-4cab-9185-552f469b95cc,1,K,earlier,27,"cone sticking out from chest facing right, triangle point sticking up in the back, it's the one that looks like it's kneeling rather than squatting, facing right",K,True,yes
050a2dfa-eb77-4cab-9185-552f469b95cc,2,K,later,1,duck,K,True,yes
050a2dfa-eb77-4cab-9185-552f469b95cc,0,L,earlier,21,"someone kneeling down with his arms pointing right with his knees pointing right too, his legs are combined into a square",H,False,yes
91e2880c-58e6-4c67-9377-9a58dbe9fed7,2,A,earlier,11,The picture looks like it's carrying a flag over its shoulder,G,False,yes
91e2880c-58e6-4c67-9377-9a58dbe9fed7,0,A,later,1,thriller,L,False,yes
91e2880c-58e6-4c67-9377-9a58dbe9fed7,1,I,earlier,18,"man standing on one leg, the other behind him, two arms out but apart, like it's ice skating",I,True,yes
91e2880c-58e6-4c67-9377-9a58dbe9fed7,1,G,earlier,61,"a person looking up and to the right, one leg is on the bottom right, the one on the left is flat on the ground, only one hand is visible, pointing to the top right, no hair or ears, square/head is on the left side, bottom right leg is a triangle, triangle with the right angle on the bottom left",G,True,yes
91e2880c-58e6-4c67-9377-9a58dbe9fed7,1,F,earlier,28,"Person sat down, their head is a rotated square, they look as if they are sad so the head is tilted down, 1 knee up no bunny ears",F,True,yes
91e2880c-58e6-4c67-9377-9a58dbe9fed7,1,J,later,2,large cube,J,True,yes
91e2880c-58e6-4c67-9377-9a58dbe9fed7,1,E,later,2,bunny ears,E,True,yes
91e2880c-58e6-4c67-9377-9a58dbe9fed7,0,B,earlier,28,"the head is on a flat surface with a triangle stuck to the side of the head, the head and neck look a bit like a pacman mouth",L,False,yes
91e2880c-58e6-4c67-9377-9a58dbe9fed7,0,L,later,2,bent knees,L,True,yes
91e2880c-58e6-4c67-9377-9a58dbe9fed7,2,E,earlier,11,"sitting down, facing right, with the hat thing on its head",E,True,yes
91e2880c-58e6-4c67-9377-9a58dbe9fed7,1,K,later,1,duck,K,True,yes
91e2880c-58e6-4c67-9377-9a58dbe9fed7,2,K,later,3,on their knees,K,True,yes
91e2880c-58e6-4c67-9377-9a58dbe9fed7,0,D,later,1,priest,D,True,yes
91e2880c-58e6-4c67-9377-9a58dbe9fed7,2,G,earlier,28,"arms stretched out facing above, like it's holding something above its head, sort of kneeling, body looks like a parallelogram with one leg in front and one behind",I,False,yes
91e2880c-58e6-4c67-9377-9a58dbe9fed7,2,C,later,1,Y,K,False,yes
91e2880c-58e6-4c67-9377-9a58dbe9fed7,0,H,earlier,27,"this one you can't really see the feet, hard to tell if they're sitting or what, no arms, facing right, and nothing on top of the head",B,False,yes
91e2880c-58e6-4c67-9377-9a58dbe9fed7,2,I,later,2,ice skater,A,False,yes
91e2880c-58e6-4c67-9377-9a58dbe9fed7,0,C,later,2,falling guy,C,True,yes
e66acb00-d51f-466e-9004-1e90ac175142,0,D,later,1,priest,D,True,yes
e66acb00-d51f-466e-9004-1e90ac175142,0,L,earlier,30,"diamond head, facing to the right, standing but knees are bent, one arm visible extending to the right, no hands on the left, the legs are like a zig zag",L,True,yes
e66acb00-d51f-466e-9004-1e90ac175142,1,F,later,1,fetal position,F,True,yes
e66acb00-d51f-466e-9004-1e90ac175142,2,G,earlier,28,"arms stretched out facing above, like it's holding something above its head, sort of kneeling, body looks like a parallelogram with one leg in front and one behind",C,False,yes
e66acb00-d51f-466e-9004-1e90ac175142,2,E,later,3,crazy hat person,E,True,yes
e66acb00-d51f-466e-9004-1e90ac175142,0,B,later,2,princess dance,B,True,yes
e66acb00-d51f-466e-9004-1e90ac175142,1,J,earlier,17,"it looks like a fat man sticking his arm out for a bus, left side entirely flat",J,True,yes
e66acb00-d51f-466e-9004-1e90ac175142,0,H,earlier,25,"looks like the letter 'i', no hand sticking out just a head and a body, like a baby that has been swaddled in a blanket",H,True,yes
e66acb00-d51f-466e-9004-1e90ac175142,0,A,earlier,27,"it looks like someone stood up with their feet both pointing left, there's a square and a trapesium at the top, with one leg in the air",A,True,yes
e66acb00-d51f-466e-9004-1e90ac175142,2,C,earlier,40,"it's like an angel flying, it's like a rhombus with a diamond in the top corners and a diamond for the head, so it looks like a guy with wings, leaning left, arms above the head, tilted to the left",C,True,yes
e66acb00-d51f-466e-9004-1e90ac175142,1,E,earlier,27,"The gentleman is lunging forward throwing hands in the air, it is difficult to make out, also looks like a rabbit with head down and big ears",E,True,yes
e66acb00-d51f-466e-9004-1e90ac175142,1,K,earlier,32,"it's a diamond on a diamond with a triangle out to the right, there is a right angled triangle to the left, like a duck looking right with a diamond on top",K,True,yes
e66acb00-d51f-466e-9004-1e90ac175142,1,I,later,2,ice skater,I,True,yes
e66acb00-d51f-466e-9004-1e90ac175142,1,G,earlier,61,"a person looking up and to the right, one leg is on the bottom right, the one on the left is flat on the ground, only one hand is visible, pointing to the top right, no hair or ears, square/head is on the left side, bottom right leg is a triangle, triangle with the right angle on the bottom left",G,True,yes
e66acb00-d51f-466e-9004-1e90ac175142,2,K,earlier,25,"it's a diamond on a diamond with a triangle out to the right, there is a right angled triangle to the left, looks like a duck looking right with a diamond on top",K,True,yes
e66acb00-d51f-466e-9004-1e90ac175142,0,C,later,2,no legs,H,False,yes
e66acb00-d51f-466e-9004-1e90ac175142,2,I,later,2,yoga guy,I,True,yes
e66acb00-d51f-466e-9004-1e90ac175142,2,A,later,1,zombie,A,True,yes
b4c33c54-4f94-4b1d-b791-3947da6bd35d,0,L,later,1,zigzag,L,True,yes
b4c33c54-4f94-4b1d-b791-3947da6bd35d,1,G,earlier,39,"this looks like it's striking a pose or something, one foot outstretched behind him and the other close in front, facing right, one hand kind of up in the air by the head, head tilted back to the left",G,True,yes
b4c33c54-4f94-4b1d-b791-3947da6bd35d,1,I,earlier,41,"It looks like a dancer, standing upright one leg, the other leg pointing to the right, two arms to the left, like a ballerina kind of, body is mostly in the left half and the legs are on the right half",I,True,yes
b4c33c54-4f94-4b1d-b791-3947da6bd35d,1,K,later,1,duck,G,False,yes
b4c33c54-4f94-4b1d-b791-3947da6bd35d,2,G,later,1,dog,E,False,yes
b4c33c54-4f94-4b1d-b791-3947da6bd35d,2,E,earlier,26,"its like a rabbit looking right, his head is kind of square, and the body is two triangle, it's lying down, two triangle ears on top",E,True,yes
b4c33c54-4f94-4b1d-b791-3947da6bd35d,2,A,later,1,zombie,A,True,yes
b4c33c54-4f94-4b1d-b791-3947da6bd35d,0,A,later,1,zombie,A,True,yes
b4c33c54-4f94-4b1d-b791-3947da6bd35d,1,J,later,2,large cube,J,True,yes
b4c33c54-4f94-4b1d-b791-3947da6bd35d,0,H,earlier,25,"looks like the letter 'i', no hand sticking out just a head and a body, like a baby that has been swaddled in a blanket",H,True,yes
b4c33c54-4f94-4b1d-b791-3947da6bd35d,0,B,later,1,mouse,B,True,yes
b4c33c54-4f94-4b1d-b791-3947da6bd35d,2,K,earlier,25,"it's a diamond on a diamond with a triangle out to the right, there is a right angled triangle to the left, looks like a duck looking right with a diamond on top",K,True,yes
b4c33c54-4f94-4b1d-b791-3947da6bd35d,0,D,earlier,18,"Someone facing left, their back is a straight line, sort of looks like they're holding a book open",D,True,yes
b4c33c54-4f94-4b1d-b791-3947da6bd35d,2,C,earlier,33,"This guy looks like he is falling backwards, hands in the air, his two arms are obviously flanking both sides of his flailing body, his body looks like a parallelogram here, no legs",C,True,yes
b4c33c54-4f94-4b1d-b791-3947da6bd35d,1,E,earlier,27,"The gentleman is lunging forward throwing hands in the air, it is difficult to make out, also looks like a rabbit with head down and big ears",E,True,yes
b4c33c54-4f94-4b1d-b791-3947da6bd35d,1,F,earlier,1,"looks like a person sitting facing the left with their knees bent and feet sticking out, head tilted down slightly, like they're curled up in the fetal position, square on top balancing on corner",F,True,yes
b4c33c54-4f94-4b1d-b791-3947da6bd35d,2,I,later,2,yoga guy,G,False,yes
b4c33c54-4f94-4b1d-b791-3947da6bd35d,0,C,earlier,22,"almost looks like someone slipped and is falling backward with hands in the air, looks like it's from the waist up only",C,True,yes
243e199b-2766-437d-a599-809b36e3004a,0,C,earlier,22,"almost looks like someone slipped and is falling backward with hands in the air, looks like it's from the waist up only",C,True,yes
243e199b-2766-437d-a599-809b36e3004a,2,I,later,2,yoga guy,I,True,yes
243e199b-2766-437d-a599-809b36e3004a,2,C,later,2,falling guy,A,False,yes
243e199b-2766-437d-a599-809b36e3004a,1,J,earlier,17,"it looks like a fat man sticking his arm out for a bus, left side entirely flat",J,True,yes
